video_id,metric,human_label,model_label,model_score,model_raw,human_range,raw_distance,bucket_distance,total_buckets,match_status,interpretation,notes
64,posture_openness,neutral,open,100,2.8155,"[0.3, 0.7]",2.1155,1.0,3,off_by_1,"Open, expressive posture (Excellent). Good use of gestures.",
64,smile_activation,excessive,excessive,33,0.8153,[> 0.8],0.0,0.0,4,exact_match,"Very high smile (Good). Highly radiant, possibly over-expressive.",
64,speech_rate,slow,very_slow,2,80.7221,"[100, 120]",19.2779,1.0,6,off_by_1,Very slow pace; can feel heavy or overly deliberate.,
64,vocal_punch,strong,optimal,100,20.4447,"[21.0, 24.0]",0.5553,1.0,5,off_by_1,"Strong vocal energy. Clear, punchy articulation.",
64,volume_dynamic,expressive,optimal,91,0.7168,"[0.75, 0.85]",0.0332,1.0,5,off_by_1,Dynamic delivery. Good emotional texture.,
65,body_sway,distracting,optimal,41,0.9873,[> 1.3],0.3127,2.0,5,off_by_2,"Natural controlled movement (Good). Natural, relaxed posture.",
65,gaze_stability,poor,poor,15,0.3586,[> 0.22],0.0,0.0,4,exact_match,Unsteady or nervous gaze (Poor). Frequent darting.,
65,gesture_activity,very_high,high,20,5.1871,[> 7.5],2.3129,1.0,5,off_by_1,"Fast, energetic movement.",
65,gesture_magnitude,very_high,low,25,1.5444,[> 3.5],1.9556,3.0,5,off_by_3,"Small, timid gestures.",very dynamic pitch with the person going back and forth with fast movement and looking everywhere
65,gesture_stability,very_high,high,34,15.3683,[> 20.0],4.6317,1.0,4,off_by_1,Mild instability (Weak). Occasional shaking.,
65,head_down_ratio,forward,frequent_down,29,0.3959,[< 0.1],0.2959,2.0,4,off_by_2,Head often tilted down.,
65,head_stability,distracting,distracting,0,5.6951,[> 3.0],0.0,0.0,5,exact_match,Excessive head movement (Poor). Bobblehead effect.,
65,pause_ratio,low_pauses,no_pauses,64,0.0103,"[0.02, 0.04]",0.0097,1.0,6,off_by_1,Machine-gun delivery. No breathing room.,
65,pitch_dynamic,theatrical,optimal,100,2.1267,"[4.5, 6.0]",2.3733,1.0,5,off_by_1,Good expressiveness. Engaging vocal melody.,
65,posture_openness,neutral,neutral,51,1.5444,"[0.3, 0.7]",0.8444,0.0,3,exact_match,"Neutral posture (Ok). Arms at rest, hands at sides or behind.",
65,smile_activation,neutral,optimal,70,0.7871,"[0.74, 0.76]",0.0271,1.0,4,off_by_1,"Balanced, natural smile (Excellent). Warm and approachable.",
65,speech_rate,overwhelming,rushed,9,201.0944,[> 210],8.9056,1.0,6,off_by_1,Very fast; listeners might miss details.,
65,vocal_punch,strong,optimal,100,18.9194,"[21.0, 24.0]",2.0806,1.0,5,off_by_1,"Strong vocal energy. Clear, punchy articulation.",
65,volume_dynamic,expressive,reserved,24,0.6347,"[0.75, 0.85]",0.1153,2.0,5,off_by_2,Controlled volume. Polite but could be more dynamic.,
66,body_sway,distracting,unstable,21,1.0784,[> 1.3],0.2216,1.0,5,off_by_1,Restless torso movement (Weak). Noticeable swaying.,
66,gaze_stability,good,good,69,0.0848,"[0.08, 0.15]",0.0,0.0,4,exact_match,Natural gaze behavior (Good). Natural eye contact.,
66,gesture_activity,very_low,optimal,88,3.2221,[< 1.0],2.2221,2.0,5,off_by_2,"Optimal gesture pace (Excellent). Dynamic, fluid movement.",
66,gesture_magnitude,very_low,low,15,1.3902,[< 1.2],0.1902,1.0,5,off_by_1,"Small, timid gestures.",very shy person in a closed body language swinging the body with crossed arms and looking down
66,gesture_stability,good,good,59,6.9188,"[5.0, 12.0]",0.0,0.0,4,exact_match,Natural stability (Good). Healthy fluidity.,
66,head_down_ratio,mostly_down,frequent_down,36,0.3685,[> 0.4],0.0315,1.0,4,off_by_1,Head often tilted down.,
66,head_stability,high,high,18,2.7178,"[2.0, 3.0]",0.0,0.0,5,exact_match,Active head movement. Engaged but energetic.,
66,pause_ratio,low_pauses,frequent_pauses,44,0.0806,"[0.02, 0.04]",0.0406,2.0,6,off_by_2,Deliberate style. Clear but may lose momentum.,
66,pitch_dynamic,robotic,optimal,100,2.1303,[< 1.5],0.6303,2.0,5,off_by_2,Good expressiveness. Engaging vocal melody.,
66,posture_openness,closed,closed,25,1.3902,[< 0.3],1.0902,0.0,3,exact_match,"Closed, defensive posture (Poor). Arms close to body with hands forward.",
66,smile_activation,flat,neutral,47,0.7412,[< 0.74],0.0012,1.0,4,off_by_1,Low smile activation (Weak). Professional but reserved.,
66,speech_rate,slow,optimal,100,127.0492,"[100, 120]",7.0492,1.0,6,off_by_1,Optimal pace. Easy to follow and engaging.,
66,vocal_punch,muffled,aggressive,4,24.648,[< 14.0],10.648,4.0,5,off_by_4,Aggressive (Distracting). Too punchy or shouting.,
66,volume_dynamic,monotone,expressive,4,0.8,[< 0.55],0.25,3.0,5,off_by_3,Highly dynamic. Strong emotional variation.,
67,body_sway,unstable,unstable,34,1.0412,"[1.0, 1.3]",0.0,0.0,5,exact_match,Restless torso movement (Weak). Noticeable swaying.,
67,gaze_stability,optimal,good,53,0.1432,[< 0.08],0.0632,1.0,4,off_by_1,Natural gaze behavior (Good). Natural eye contact.,
67,gesture_activity,optimal,optimal,54,4.4213,"[2.0, 5.0]",0.0,0.0,5,exact_match,"Optimal gesture pace (Excellent). Dynamic, fluid movement.",
67,gesture_magnitude,optimal,optimal,94,2.4832,"[1.8, 3.0]",0.0,0.0,5,exact_match,"High gesture dynamics (Excellent). Confident, expansive gestures.",trying to reflect a good and balanced pitch presentation
67,gesture_stability,optimal,high,40,13.608,[< 5.0],8.608,2.0,4,off_by_2,Mild instability (Weak). Occasional shaking.,
67,head_down_ratio,forward,occasional_down,74,0.1715,[< 0.1],0.0715,1.0,4,off_by_1,Good posture with occasional glances down.,
67,head_stability,optimal,high,61,2.0037,"[1.0, 2.0]",0.0037,1.0,5,off_by_1,Active head movement. Engaged but energetic.,
67,pause_ratio,low_pauses,optimal,100,0.0408,"[0.02, 0.04]",0.0008,1.0,6,off_by_1,Perfect rhythm. Natural flow with good pacing.,
67,pitch_dynamic,optimal,optimal,100,3.3906,"[2.0, 4.5]",0.0,0.0,5,exact_match,Good expressiveness. Engaging vocal melody.,
67,posture_openness,open,open,100,2.4832,[> 0.7],0.0,0.0,3,exact_match,"Open, expressive posture (Excellent). Good use of gestures.",
67,smile_activation,neutral,optimal,69,0.7613,"[0.74, 0.76]",0.0013,1.0,4,off_by_1,"Balanced, natural smile (Excellent). Warm and approachable.",
67,speech_rate,optimal,optimal,100,167.3469,"[120, 170]",0.0,0.0,6,exact_match,Optimal pace. Easy to follow and engaging.,
67,vocal_punch,optimal,optimal,100,17.9651,"[17.0, 21.0]",0.0,0.0,5,exact_match,"Strong vocal energy. Clear, punchy articulation.",
67,volume_dynamic,optimal,expressive,35,0.7558,"[0.65, 0.75]",0.0058,1.0,5,off_by_1,Highly dynamic. Strong emotional variation.,
70,body_sway,optimal,optimal,76,0.6905,"[0.55, 1.0]",0.0,0.0,5,exact_match,"Natural controlled movement (Good). Natural, relaxed posture.",
70,gaze_stability,good,good,60,0.1138,"[0.08, 0.15]",0.0,0.0,4,exact_match,Natural gaze behavior (Good). Natural eye contact.,
70,gesture_activity,optimal,optimal,68,2.7957,"[2.0, 5.0]",0.0,0.0,5,exact_match,"Optimal gesture pace (Excellent). Dynamic, fluid movement.",
70,gesture_magnitude,optimal,high,24,3.4768,"[1.8, 3.0]",0.4768,1.0,5,off_by_1,"Very large, theatrical gestures.",
70,gesture_stability,good,good,64,5.3572,"[5.0, 12.0]",0.0,0.0,4,exact_match,Natural stability (Good). Healthy fluidity.,
70,head_down_ratio,forward,mostly_down,33,0.4406,[< 0.1],0.3406,3.0,4,off_by_3,Head mostly facing down. Avoids audience.,
70,head_stability,optimal,rigid,59,0.5784,"[1.0, 2.0]",0.4216,2.0,5,off_by_2,Stiff neck. Frozen.,
70,pause_ratio,no_pauses,low_pauses,98,0.0331,[< 0.02],0.0131,1.0,6,off_by_1,Fast-flowing speech. Good energy but dense.,
70,pitch_dynamic,robotic,theatrical,100,4.5074,[< 1.5],3.0074,3.0,5,off_by_3,Very expressive; high emotional engagement.,
70,posture_openness,neutral,open,100,3.4768,"[0.3, 0.7]",2.7768,1.0,3,off_by_1,"Open, expressive posture (Excellent). Good use of gestures.",
70,smile_activation,neutral,optimal,67,0.7932,"[0.74, 0.76]",0.0332,1.0,4,off_by_1,"Balanced, natural smile (Excellent). Warm and approachable.",
70,speech_rate,rushed,optimal,100,139.8159,"[190, 210]",50.1841,2.0,6,off_by_2,Optimal pace. Easy to follow and engaging.,
70,vocal_punch,muffled,optimal,100,18.4745,[< 14.0],4.4745,2.0,5,off_by_2,"Strong vocal energy. Clear, punchy articulation.",
70,volume_dynamic,optimal,reserved,12,0.6206,"[0.65, 0.75]",0.0294,1.0,5,off_by_1,Controlled volume. Polite but could be more dynamic.,
71,body_sway,optimal,optimal,80,0.7344,"[0.55, 1.0]",0.0,0.0,5,exact_match,"Natural controlled movement (Good). Natural, relaxed posture.",
71,gaze_stability,optimal,good,57,0.1279,[< 0.08],0.0479,1.0,4,off_by_1,Natural gaze behavior (Good). Natural eye contact.,
71,gesture_activity,optimal,optimal,78,2.9557,"[2.0, 5.0]",0.0,0.0,5,exact_match,"Optimal gesture pace (Excellent). Dynamic, fluid movement.",
71,gesture_magnitude,optimal,high,49,3.195,"[1.8, 3.0]",0.195,1.0,5,off_by_1,"Very large, theatrical gestures.",
71,gesture_stability,good,good,63,5.6692,"[5.0, 12.0]",0.0,0.0,4,exact_match,Natural stability (Good). Healthy fluidity.,
71,head_down_ratio,forward,mostly_down,9,0.5804,[< 0.1],0.4804,3.0,4,off_by_3,Head mostly facing down. Avoids audience.,
71,head_stability,optimal,stable,62,0.6087,"[1.0, 2.0]",0.3913,1.0,5,off_by_1,Very controlled. Serious but attentive.,
71,pause_ratio,low_pauses,frequent_pauses,39,0.0834,"[0.02, 0.04]",0.0434,2.0,6,off_by_2,Deliberate style. Clear but may lose momentum.,
71,pitch_dynamic,flat,exaggerated,0,6.126,"[1.5, 2.0]",4.126,3.0,5,off_by_3,Rollercoaster pitch; can be distracting.,
71,posture_openness,neutral,open,100,3.195,"[0.3, 0.7]",2.495,1.0,3,off_by_1,"Open, expressive posture (Excellent). Good use of gestures.",
71,smile_activation,neutral,optimal,60,0.7925,"[0.74, 0.76]",0.0325,1.0,4,off_by_1,"Balanced, natural smile (Excellent). Warm and approachable.",
71,speech_rate,optimal,optimal,100,137.6404,"[120, 170]",0.0,0.0,6,exact_match,Optimal pace. Easy to follow and engaging.,
71,vocal_punch,soft,optimal,100,19.2819,"[14.0, 17.0]",2.2819,1.0,5,off_by_1,"Strong vocal energy. Clear, punchy articulation.",
71,volume_dynamic,reserved,optimal,80,0.726,"[0.55, 0.65]",0.076,1.0,5,off_by_1,Dynamic delivery. Good emotional texture.,
72,body_sway,optimal,optimal,87,0.7258,"[0.55, 1.0]",0.0,0.0,5,exact_match,"Natural controlled movement (Good). Natural, relaxed posture.",
72,gaze_stability,optimal,good,62,0.1087,[< 0.08],0.0287,1.0,4,off_by_1,Natural gaze behavior (Good). Natural eye contact.,
72,gesture_activity,optimal,optimal,72,2.8547,"[2.0, 5.0]",0.0,0.0,5,exact_match,"Optimal gesture pace (Excellent). Dynamic, fluid movement.",
72,gesture_magnitude,optimal,very_high,16,3.6129,"[1.8, 3.0]",0.6129,2.0,5,off_by_2,"Wild, flailing movements. Distracting.",
72,gesture_stability,good,good,63,5.54,"[5.0, 12.0]",0.0,0.0,4,exact_match,Natural stability (Good). Healthy fluidity.,
72,head_down_ratio,forward,mostly_down,12,0.5731,[< 0.1],0.4731,3.0,4,off_by_3,Head mostly facing down. Avoids audience.,
72,head_stability,optimal,rigid,53,0.5074,"[1.0, 2.0]",0.4926,2.0,5,off_by_2,Stiff neck. Frozen.,
72,pause_ratio,optimal,fragmented,0,0.1953,"[0.04, 0.08]",0.1153,3.0,6,off_by_3,Excessive silence; sounds hesitant or unprepared.,
72,pitch_dynamic,robotic,exaggerated,0,7.8322,[< 1.5],6.3322,4.0,5,off_by_4,Rollercoaster pitch; can be distracting.,
72,posture_openness,neutral,open,100,3.6129,"[0.3, 0.7]",2.9129,1.0,3,off_by_1,"Open, expressive posture (Excellent). Good use of gestures.",
72,smile_activation,flat,optimal,71,0.7872,[< 0.74],0.0472,2.0,4,off_by_2,"Balanced, natural smile (Excellent). Warm and approachable.",
72,speech_rate,very_slow,very_slow,4,84.1785,[< 100],0.0,0.0,6,exact_match,Very slow pace; can feel heavy or overly deliberate.,
72,vocal_punch,soft,strong,67,22.2726,"[14.0, 17.0]",5.2726,2.0,5,off_by_2,Very punchy. High energy and presence.,
72,volume_dynamic,monotone,unstable,0,0.9664,[< 0.55],0.4164,4.0,5,off_by_4,Extreme volume swings. Can be jarring.,
73,body_sway,distracting,distracting,8,1.4998,[> 1.3],0.0,0.0,5,exact_match,Strong body sway (Poor). Sea-sickness inducing sway.,
73,gaze_stability,good,poor,38,0.2387,"[0.08, 0.15]",0.0887,2.0,4,off_by_2,Unsteady or nervous gaze (Poor). Frequent darting.,
73,gesture_activity,very_high,high,23,6.1086,[> 7.5],1.3914,1.0,5,off_by_1,"Fast, energetic movement.",
73,gesture_magnitude,very_high,optimal,71,2.1664,[> 3.5],1.3336,2.0,5,off_by_2,"High gesture dynamics (Excellent). Confident, expansive gestures.",
73,gesture_stability,high,very_high,23,21.937,"[12.0, 20.0]",1.937,1.0,4,off_by_1,Strong jitter / instability (Poor). Fidgety hands.,
73,head_down_ratio,forward,mostly_down,25,0.4571,[< 0.1],0.3571,3.0,4,off_by_3,Head mostly facing down. Avoids audience.,
73,head_stability,high,optimal,70,1.569,"[2.0, 3.0]",0.431,1.0,5,off_by_1,Natural head engagement (Excellent). Good nodding and tilting.,
73,pause_ratio,optimal,optimal,53,0.0758,"[0.04, 0.08]",0.0,0.0,6,exact_match,Perfect rhythm. Natural flow with good pacing.,
73,pitch_dynamic,optimal,theatrical,20,5.1375,"[2.0, 4.5]",0.6375,1.0,5,off_by_1,Very expressive; high emotional engagement.,
73,posture_openness,open,open,80,2.1664,[> 0.7],0.0,0.0,3,exact_match,"Open, expressive posture (Excellent). Good use of gestures.",
73,smile_activation,optimal,excessive,39,0.8129,"[0.76, 0.8]",0.0129,1.0,4,off_by_1,"Very high smile (Good). Highly radiant, possibly over-expressive.",
73,speech_rate,optimal,optimal,100,131.929,"[120, 170]",0.0,0.0,6,exact_match,Optimal pace. Easy to follow and engaging.,
73,vocal_punch,optimal,strong,81,21.9087,"[17.0, 21.0]",0.9087,1.0,5,off_by_1,Very punchy. High energy and presence.,
73,volume_dynamic,optimal,unstable,0,0.8543,"[0.65, 0.75]",0.1043,2.0,5,off_by_2,Extreme volume swings. Can be jarring.,
74,body_sway,rigid,optimal,57,0.5853,[< 0.3],0.2853,2.0,5,off_by_2,"Natural controlled movement (Good). Natural, relaxed posture.",
74,gaze_stability,optimal,optimal,77,0.0523,[< 0.08],0.0,0.0,4,exact_match,"Highly controlled gaze (Excellent). Locked-in, confident gaze.",
74,gesture_activity,very_low,optimal,88,3.5086,[< 1.0],2.5086,2.0,5,off_by_2,"Optimal gesture pace (Excellent). Dynamic, fluid movement.",
74,gesture_magnitude,very_low,optimal,57,2.1067,[< 1.2],0.9067,2.0,5,off_by_2,"High gesture dynamics (Excellent). Confident, expansive gestures.",
74,gesture_stability,good,good,56,8.1563,"[5.0, 12.0]",0.0,0.0,4,exact_match,Natural stability (Good). Healthy fluidity.,
74,head_down_ratio,forward,occasional_down,72,0.185,[< 0.1],0.085,1.0,4,off_by_1,Good posture with occasional glances down.,
74,head_stability,stable,rigid,39,0.3306,"[0.6, 1.0]",0.2694,1.0,5,off_by_1,Stiff neck. Frozen.,
74,pause_ratio,disjointed,disjointed,1,0.1414,"[0.12, 0.18]",0.0,0.0,6,exact_match,Too many pauses. Breaks the flow.,
74,pitch_dynamic,robotic,exaggerated,0,7.5928,[< 1.5],6.0928,4.0,5,off_by_4,Rollercoaster pitch; can be distracting.,
74,posture_openness,closed,neutral,58,2.1067,[< 0.3],1.8067,1.0,3,off_by_1,"Neutral posture (Ok). Arms at rest, hands at sides or behind.",
74,smile_activation,flat,excessive,41,0.801,[< 0.74],0.061,3.0,4,off_by_3,"Very high smile (Good). Highly radiant, possibly over-expressive.",
74,speech_rate,slow,very_slow,5,84.9257,"[100, 120]",15.0743,1.0,6,off_by_1,Very slow pace; can feel heavy or overly deliberate.,
74,vocal_punch,muffled,optimal,100,20.9741,[< 14.0],6.9741,2.0,5,off_by_2,"Strong vocal energy. Clear, punchy articulation.",
74,volume_dynamic,monotone,unstable,0,0.8643,[< 0.55],0.3143,4.0,5,off_by_4,Extreme volume swings. Can be jarring.,
75,body_sway,rigid,rigid,1,0.2205,[< 0.3],0.0,0.0,5,exact_match,Robotically still. Unnatural.,
75,gaze_stability,good,optimal,72,0.0686,"[0.08, 0.15]",0.0114,1.0,4,off_by_1,"Highly controlled gaze (Excellent). Locked-in, confident gaze.",
75,gesture_activity,very_low,very_low,0,0.6823,[< 1.0],0.0,0.0,5,exact_match,Statue-like. No movement.,
75,gesture_magnitude,very_low,low,14,1.3747,[< 1.2],0.1747,1.0,5,off_by_1,"Small, timid gestures.",
75,gesture_stability,good,optimal,77,0.3584,"[5.0, 12.0]",4.6416,1.0,4,off_by_1,"Extremely stable gestures (Excellent). Smooth, intentional movement.",
75,head_down_ratio,forward,frequent_down,42,0.3448,[< 0.1],0.2448,2.0,4,off_by_2,Head often tilted down.,
75,head_stability,stable,rigid,39,0.3253,"[0.6, 1.0]",0.2747,1.0,5,off_by_1,Stiff neck. Frozen.,
75,pause_ratio,no_pauses,optimal,98,0.046,[< 0.02],0.026,2.0,6,off_by_2,Perfect rhythm. Natural flow with good pacing.,
75,pitch_dynamic,optimal,optimal,100,3.4986,"[2.0, 4.5]",0.0,0.0,5,exact_match,Good expressiveness. Engaging vocal melody.,
75,posture_openness,open,closed,25,1.3747,[> 0.7],0.0,2.0,3,off_by_2,"Closed, defensive posture (Poor). Arms close to body with hands forward.",
75,smile_activation,flat,optimal,55,0.794,[< 0.74],0.054,2.0,4,off_by_2,"Balanced, natural smile (Excellent). Warm and approachable.",
75,speech_rate,rushed,optimal,100,158.0769,"[190, 210]",31.9231,2.0,6,off_by_2,Optimal pace. Easy to follow and engaging.,
75,vocal_punch,muffled,optimal,100,18.9894,[< 14.0],4.9894,2.0,5,off_by_2,"Strong vocal energy. Clear, punchy articulation.",
75,volume_dynamic,reserved,reserved,40,0.6475,"[0.55, 0.65]",0.0,0.0,5,exact_match,Controlled volume. Polite but could be more dynamic.,
